case_number,case_open_date,case_close_date,case_year,case_sub_type,zip_code,parsed_date,months
20201134,01/29/2020,04/03/2020,2020,other_causes,20912,2020-01-29,01
20241812,06/10/2024,07/29/2024,2024,other_causes,20910,2024-06-10,06
24308,01/21/2011,06/24/2011,2011,residential_construction,20871,2011-01-21,01
20192153,07/25/2019,10/15/2019,2019,residential_construction,20817,2019-07-25,07
20211066,01/19/2021,03/12/2021,2021,residentual_multi_tennant_dwelling,20906,2021-01-19,01
20201053,01/13/2020,01/15/2020,2020,other_causes,20886,2020-01-13,01
20191756,05/13/2019,07/01/2019,2019,residential_mechanical,20904,2019-05-13,05
19002,05/10/2007,01/08/2013,2007,residential_construction,20871,2007-05-10,05
20252524,09/18/2025,10/06/2025,2025,amp_equiptment,20814,2025-09-18,09
27471,01/07/2013,01/15/2013,2013,residential_construction,20817,2013-01-07,01
23051,03/18/2010,03/24/2010,2010,residential_construction,20832,2010-03-18,03
24428,02/24/2011,03/08/2011,2011,amp_equiptment,20910,2011-02-24,02
1857,04/23/2001,05/21/2001,2001,residential_construction,20814,2001-04-23,04
20242068,07/26/2024,09/27/2024,2024,amp_equiptment,20886,2024-07-26,07
14778,06/10/2004,01/05/2005,2004,residential_mechanical,20817,2004-06-10,06
16588,07/25/2005,01/18/2006,2005,residential_construction,20874,2005-07-25,07
26456,05/31/2012,08/27/2012,2012,residential_construction,20812,2012-05-31,05
7314,05/21/1997,10/31/1997,1997,industrial_or_comm_equip,20880,1997-05-21,05
20191348,03/19/2019,05/03/2019,2019,amp_equiptment,20852,2019-03-19,03
20251490,04/08/2025,04/18/2025,2025,leaf_blower,20878,2025-04-08,04
20151726,06/03/2015,06/17/2015,2015,amp_equiptment,20853,2015-06-03,06
20232339,10/04/2023,10/19/2023,2023,residential_mechanical,20853,2023-10-04,10
20131489,12/11/2013,06/04/2014,2013,residential_mechanical,20852,2013-12-11,12
10135,07/06/1998,07/20/1998,1998,residential_construction,20817,1998-07-06,07
18486,12/14/2006,03/23/2007,2006,amp_equiptment,20853,2006-12-14,12
20201722,05/05/2020,07/21/2020,2020,industrial_or_comm_equip,20816,2020-05-05,05
20242160,08/16/2024,12/04/2024,2024,amp_equiptment,20886,2024-08-16,08
25165,06/28/2011,08/17/2011,2011,other_causes,20842,2011-06-28,06
20182135,08/13/2018,09/18/2018,2018,residential_construction,20860,2018-08-13,08
20201131,01/29/2020,08/13/2020,2020,other_causes,20814,2020-01-29,01
15593,11/29/2004,12/14/2004,2004,residential_construction,20860,2004-11-29,11
20212041,07/06/2021,09/20/2021,2021,residential_construction,20910,2021-07-06,07
14567,04/30/2004,05/07/2004,2004,amp_equiptment,20817,2004-04-30,04
15759,01/06/2005,01/11/2005,2005,residential_construction,20816,2005-01-06,01
20242315,09/16/2024,10/28/2024,2024,residential_mechanical,20854,2024-09-16,09
9897,05/13/1998,05/26/1998,1998,residential_construction,20876,1998-05-13,05
9655,03/09/1998,05/01/1998,1998,industrial_or_comm_equip,20852,1998-03-09,03
9654,03/24/1998,05/31/1999,1998,industrial_or_comm_equip,20852,1998-03-24,03
21576,04/09/2009,04/29/2009,2009,residentual_house_yard,20878,2009-04-09,04
20192145,07/22/2019,08/28/2019,2019,other_causes,20902,2019-07-22,07
20241499,04/10/2024,06/03/2024,2024,residential_motor_vehicle,20879,2024-04-10,04
20252039,07/18/2025,08/25/2025,2025,leaf_blower_gas,20879,2025-07-18,07
20242280,09/10/2024,11/22/2024,2024,residential_construction,20895,2024-09-10,09
20252021,07/16/2025,08/06/2025,2025,leaf_blower_gas,20850,2025-07-16,07
20151677,05/20/2015,07/23/2015,2015,residential_construction,20910,2015-05-20,05
27128,10/09/2012,11/19/2012,2012,industrial_or_comm_equip,20850,2012-10-09,10
20202437,09/08/2020,02/12/2021,2020,other_causes,20814,2020-09-08,09
20201327,03/12/2020,03/18/2020,2020,residential_construction,20815,2020-03-12,03
20242284,09/11/2024,09/17/2024,2024,industrial_or_comm_equip,20910,2024-09-11,09
25813,12/16/2011,02/10/2012,2011,residential_construction,20852,2011-12-16,12
17822,06/22/2006,07/20/2006,2006,industrial_or_comm_equip,20814,2006-06-22,06
20192235,08/09/2019,12/04/2019,2019,other_causes,20814,2019-08-09,08
2014914,06/23/2014,10/27/2014,2014,amp_equiptment,20902,2014-06-23,06
10326,08/13/1998,09/02/1998,1998,residential_construction,20852,1998-08-13,08
20241645,05/08/2024,07/29/2024,2024,other_causes,20816,2024-05-08,05
8148,01/19/1999,03/01/1999,1999,residential_construction,20815,1999-01-19,01
2013753,06/19/2013,07/09/2013,2013,residential_construction,20817,2013-06-19,06
20181190,02/22/2018,03/22/2018,2018,residential_construction,20850,2018-02-22,02
9864,05/05/1998,06/17/1998,1998,industrial_or_comm_equip,20906,1998-05-05,05
10061,06/17/1998,06/30/1998,1998,industrial_or_comm_equip,20910,1998-06-17,06
2013367,04/08/2013,05/13/2013,2013,residentual_multi_tennant_dwelling,20874,2013-04-08,04
20191013,01/07/2019,02/01/2019,2019,residentual_multi_tennant_dwelling,20879,2019-01-07,01
20922,10/08/2008,11/17/2008,2008,amp_equiptment,20832,2008-10-08,10
12943,06/05/2003,07/18/2003,2003,residential_motor_vehicle,20854,2003-06-05,06
20222009,07/26/2022,12/14/2022,2022,residential_construction,20910,2022-07-26,07
20253323,12/11/2025,01/06/2026,2025,residentual_multi_tennant_dwelling,20815,2025-12-11,12
20252259,08/18/2025,09/11/2025,2025,leaf_blower_gas,20902,2025-08-18,08
4262,04/11/1995,04/26/1995,1995,industrial_or_comm_equip,20817,1995-04-11,04
20221656,05/20/2022,07/13/2022,2022,residential_construction,20882,2022-05-20,05
20252216,08/11/2025,09/03/2025,2025,leaf_blower_gas,20901,2025-08-11,08
20201718,05/04/2020,05/12/2020,2020,residentual_multi_tennant_dwelling,20817,2020-05-04,05
20141182,09/05/2014,09/15/2014,2014,industrial_or_comm_equip,20816,2014-09-05,09
20222422,10/31/2022,11/07/2022,2022,residential_mechanical,20895,2022-10-31,10
9752,04/10/1998,05/22/1998,1998,residentual_house_yard,20906,1998-04-10,04
26311,04/25/2012,02/15/2013,2012,amp_equiptment,20910,2012-04-25,04
20252077,07/23/2025,08/25/2025,2025,leaf_blower_gas,20895,2025-07-23,07
13138,07/15/2003,08/08/2003,2003,industrial_or_comm_equip,20814,2003-07-15,07
20212721,11/15/2021,02/02/2022,2021,residentual_multi_tennant_dwelling,20876,2021-11-15,11
14594,05/05/2004,06/21/2004,2004,amp_equiptment,20879,2004-05-05,05
20231850,06/26/2023,07/19/2023,2023,amp_equiptment,20901,2023-06-26,06
1151,10/24/2000,11/24/2000,2000,residential_construction,20854,2000-10-24,10
20191147,02/12/2019,07/02/2019,2019,residentual_multi_tennant_dwelling,20906,2019-02-12,02
18188,09/26/2006,09/26/2006,2006,residential_construction,20855,2006-09-26,09
20253275,12/08/2025,12/17/2025,2025,leaf_blower_gas,20910,2025-12-08,12
20162040,08/04/2016,08/05/2016,2016,residential_construction,20882,2016-08-04,08
23026,03/12/2010,07/16/2010,2010,industrial_or_comm_equip,20842,2010-03-12,03
20151551,04/29/2015,05/20/2015,2015,amp_equiptment,20879,2015-04-29,04
20191923,06/07/2019,07/09/2019,2019,residentual_multi_tennant_dwelling,20852,2019-06-07,06
20251695,05/19/2025,06/06/2025,2025,industrial_or_comm_equip,20910,2025-05-19,05
20202720,11/03/2020,11/30/2020,2020,industrial_or_comm_equip,20850,2020-11-03,11
20161084,01/27/2016,06/13/2016,2016,amp_equiptment,20850,2016-01-27,01
20191898,06/04/2019,02/27/2020,2019,industrial_or_comm_equip,20901,2019-06-04,06
20141568,12/09/2014,02/24/2015,2014,residentual_multi_tennant_dwelling,20874,2014-12-09,12
7158,08/28/1997,10/10/1997,1997,residential_motor_vehicle,20906,1997-08-28,08
9083,09/16/1999,11/09/1999,1999,residential_mechanical,20912,1999-09-16,09
9794,04/17/1998,05/29/1998,1998,residential_motor_vehicle,20904,1998-04-17,04
20241289,02/29/2024,04/25/2025,2024,amp_equiptment,20879,2024-02-29,02
12783,05/08/2003,07/22/2003,2003,industrial_or_comm_equip,20910,2003-05-08,05
20131085,08/29/2013,11/13/2013,2013,residential_mechanical,20817,2013-08-29,08
20161156,02/23/2016,03/23/2016,2016,amp_equiptment,20814,2016-02-23,02
20182087,07/30/2018,10/17/2018,2018,other_causes,20904,2018-07-30,07
20221838,06/21/2022,05/30/2023,2022,amp_equiptment,20854,2022-06-21,06
20252101,07/28/2025,11/13/2025,2025,residential_construction,20814,2025-07-28,07
20192717,11/19/2019,11/20/2019,2019,amp_equiptment,20814,2019-11-19,11
20221819,06/15/2022,06/23/2022,2022,industrial_or_comm_equip,20850,2022-06-15,06
20202222,07/27/2020,08/27/2020,2020,other_causes,20910,2020-07-27,07
163,02/18/2000,03/03/2000,2000,residentual_house_yard,20874,2000-02-18,02
10947,03/12/2004,01/19/2005,2004,amp_equiptment,20815,2004-03-12,03
20231815,06/20/2023,07/11/2023,2023,industrial_or_comm_equip,20854,2023-06-20,06
9005,10/10/1999,01/27/2000,1999,amp_equiptment,20852,1999-10-10,10
20252180,08/06/2025,09/09/2025,2025,leaf_blower_gas,20853,2025-08-06,08
20221864,06/27/2022,10/26/2022,2022,residential_construction,20817,2022-06-27,06
10477,09/24/1998,03/31/1999,1998,industrial_or_comm_equip,20815,1998-09-24,09
20252977,11/09/2025,12/08/2025,2025,leaf_blower_gas,20902,2025-11-09,11
20152456,11/19/2015,01/05/2016,2015,residential_construction,20817,2015-11-19,11
24884,05/17/2011,07/31/2012,2011,amp_equiptment,20855,2011-05-17,05
1810,08/09/2001,08/30/2001,2001,industrial_or_comm_equip,20815,2001-08-09,08
20253339,12/15/2025,12/29/2025,2025,leaf_blower_gas,20853,2025-12-15,12
